compatibility_id,stroller_brand,stroller_model,car_seat_brand,car_seat_model,production_compatibility_type,audit_action,audit_confidence,reason,evidence_type,source_type,manufacturer_source_url,source_name,source_date,compatibility_type,adapter_required,adapter_status,adapter_name,adapter_sku,adapter_url,adapter_generation,adapter_revision,compatibility_position,max_infant_car_seats,notes,consumer_compatibility_status,consumer_status_basis,lineage_anchor_model,lineage_source_url,lineage_hypothesis_type,lineage_anchor_compatibility_id
cmr0r9piu0001rvv04yn52arl,Thule,Spring 2,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Spring 2 (adapter 11300410).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,Thule Spring car seat adapter – Maxi-Cosi,rev 3.1,,,,,11300410,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA RX,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0r9pu60005rvv0mup0ybb5
cmr0r9ppo0003rvv0zmn6u2es,Thule,Spring 2,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Spring 2 (adapter 11300410).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,Thule Spring car seat adapter – Maxi-Cosi,rev 3.1,,,,,11300410,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA RX,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0r9pu60005rvv0mup0ybb5
cmr0r9pu60005rvv0mup0ybb5,Thule,Spring 2,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule Spring car seat adapter – Maxi-Cosi (11300410) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,Thule Spring car seat adapter – Maxi-Cosi,rev 3.1,ADAPTER,true,SOLD_SEPARATELY,Thule Spring car seat adapter – Maxi-Cosi,11300410,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,NONE,
cmr0r9q1j0007rvv0h8a5flc5,Thule,Spring 2,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Spring 2 (adapter 11300410).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,Thule Spring car seat adapter – Maxi-Cosi,rev 3.1,,,,,11300410,https://www.thule.com/-/s/approved/std.lang.all/38/59/783859.pdf,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA RX,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0r9pu60005rvv0mup0ybb5
thule-urban-glide-2__maxi-cosi-mico-luxe,Thule,Urban Glide 2,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__maxi-cosi-mico-pro,Thule,Urban Glide 2,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__maxi-cosi-peri,Thule,Urban Glide 2,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__nuna-pipa-lite-rx,Thule,Urban Glide 2,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__nuna-pipa-aire-rx,Thule,Urban Glide 2,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__nuna-pipa-rx,Thule,Urban Glide 2,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__nuna-pipa-urbn,Thule,Urban Glide 2,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__uppababy-aria,Thule,Urban Glide 2,UPPAbaby,Aria,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__uppababy-aria-v2,Thule,Urban Glide 2,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2__uppababy-mesa-v3,Thule,Urban Glide 2,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__maxi-cosi-mico-luxe,Thule,Urban Glide 2 Double,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__maxi-cosi-mico-pro,Thule,Urban Glide 2 Double,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__maxi-cosi-peri,Thule,Urban Glide 2 Double,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9qf00009rvv0hkcbx75e,Thule,Urban Glide 2 Double,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9qjo000brvv0oilqtzqi,Thule,Urban Glide 2 Double,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9qoa000drvv0z01yyjfa,Thule,Urban Glide 2 Double,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9qsv000frvv0xxl4josn,Thule,Urban Glide 2 Double,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__uppababy-aria,Thule,Urban Glide 2 Double,UPPAbaby,Aria,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__uppababy-aria-v2,Thule,Urban Glide 2 Double,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
thule-urban-glide-2-double__uppababy-mesa-v3,Thule,Urban Glide 2 Double,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Legacy Thule Glide/Urban Glide 1&2 adapter (51100941) list; this 2023-2025 seat postdates and is not on the generation-correct chart.,LEGACY_MANUFACTURER,LEGACY_MANUFACTURER,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,Thule Glide/Urban Glide 1&2 car seat adapter (legacy),rev 3.6,,,,,51100941,https://www.thule.com/-/s/approved/std.lang.all/48/48/514848.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cms99ygfi00a7i76byiszado7,Thule,Urban Glide 3,Clek,Liing,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Universal/Chicco (20110762) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,Thule UG3 car seat adapter – Universal/Chicco,2025,ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Universal/Chicco,20110762,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,NONE,
cms99ygfi00a9i76b5xe52n11,Thule,Urban Glide 3,Clek,Liingo,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Universal/Chicco (20110762) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,Thule UG3 car seat adapter – Universal/Chicco,2025,ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Universal/Chicco,20110762,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,NONE,
cms99ygfi00a8i76b19a9y4v0,Thule,Urban Glide 3,Cybex,Aton G2,ADAPTER,VERIFY,MEDIUM,"Thule 20110761 lists Cybex ""Aton G"" (and Aton 2/Q/S2); production ""aton g2"" is the 2024 refresh not explicitly listed — confirm with Thule whether the Aton G entry covers Aton G2.",MANUFACTURER_BRAND_LEVEL,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,SOLD_SEPARATELY,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cms99ygfi00a6i76bbko5nz1b,Thule,Urban Glide 3,Cybex,Aton G2 Swivel,ADAPTER,VERIFY,MEDIUM,"Thule 20110761 lists Cybex ""Aton G"" (and Aton 2/Q/S2); production ""aton g2 swivel"" is the 2024 refresh not explicitly listed — confirm with Thule whether the Aton G entry covers Aton G2.",MANUFACTURER_BRAND_LEVEL,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,SOLD_SEPARATELY,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cms99ygg000adi76bp72bksyv,Thule,Urban Glide 3,Cybex,Cloud G Pro Comfort Extend,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cms99ygfj00abi76bkj8k933j,Thule,Urban Glide 3,Cybex,Cloud T,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmqx8i4b4002tbcx560j94bjp,Thule,Urban Glide 3,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 3 (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cmqx8i41l002lbcx534ad5uuc,Thule,Urban Glide 3,Maxi-Cosi,Mico Luxe,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmqx8i43z002nbcx5tuz077m9,Thule,Urban Glide 3,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 3 (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,Maxi-Cosi Mico Luxe,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqx8i41l002lbcx534ad5uuc
cms99z69h00aji76b171gsx82,Thule,Urban Glide 3,Maxi-Cosi,Mico XP,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 3 (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,SHOULD_WORK_UNVERIFIED,DOCUMENTED_SHARED_ATTACHMENT_PLATFORM,Maxi-Cosi Mico Luxe,https://maxicosi.com/products/zelia-stroller-car-seat-adapter-tr42718,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqx8i41l002lbcx534ad5uuc
cmqx8i48u002rbcx5zjaxiqgn,Thule,Urban Glide 3,Maxi-Cosi,Peri 180,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9qxl000hrvv0z0cpw1zm,Thule,Urban Glide 3,Nuna,PIPA Aire,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9r22000jrvv0062a4dgh,Thule,Urban Glide 3,Nuna,PIPA Aire rx,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9r6h000lrvv0omtgeula,Thule,Urban Glide 3,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9rb5000nrvv0mumjgooy,Thule,Urban Glide 3,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 3 (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0r9qxl000hrvv0z0cpw1zm
cms94m2fz006oi76b5xjulny5,Thule,Urban Glide 3 Double,Clek,Liing,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter double – Universal (20110764) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,Thule UG3 car seat adapter double – Universal,2025 (US Mar 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter double – Universal,20110764,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,NONE,
cms94m2fv006mi76bzd71bomd,Thule,Urban Glide 3 Double,Clek,Liingo,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter double – Universal (20110764) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,Thule UG3 car seat adapter double – Universal,2025 (US Mar 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter double – Universal,20110764,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/15/1476115.pdf,NONE,
